address,name,phone,rating,scraped_at,url,website
" 306 E Paisano Dr #587, El Paso, TX 79901, United States",Mak Roofing & Construction,"""+1 915-691-0532",4.7,2025-02-26T05:19:28.225064,https://www.google.com/maps/place/Mak+Roofing+%26+Construction/data=!4m7!3m6!1s0x86e7591d3af41937:0xbf505d018ad9f997!8m2!3d31.7555015!4d-106.4856644!16s%2Fg%2F12hqf956f!19sChIJNxn0Oh1Z54YRl_nZigFdUL8?authuser=0&hl=en&rclk=1,http://elpasoroofings.com/
" 49 N Boone St, El Paso, TX 79905, United States",Roger Romero Roofing Co LLC,"""+1 915-778-4220",4.7,2025-02-26T05:19:31.302955,https://www.google.com/maps/place/Roger+Romero+Roofing+Co+LLC/data=!4m7!3m6!1s0x86e744ba27bb6599:0xefbd4893f11637ea!8m2!3d31.7714108!4d-106.444107!16s%2Fg%2F1v6p98yx!19sChIJmWW7J7pE54YR6jcW8ZNIve8?authuser=0&hl=en&rclk=1,http://rogerromeroroofing.com/
" 1701 Bassett Ave Ste #146, El Paso, TX 79901, United States",Meta Roofing LLC,"""+1 915-252-2738",5.0,2025-02-26T05:19:34.499988,https://www.google.com/maps/place/Meta+Roofing+LLC/data=!4m7!3m6!1s0x47227395bad2a60d:0xef06883d3b693303!8m2!3d31.7680365!4d-106.4697854!16s%2Fg%2F11rng436vx!19sChIJDabSupVzIkcRAzNpOz2IBu8?authuser=0&hl=en&rclk=1,http://metaep.com/
" 7505 Lockheed Dr, El Paso, TX 79925, United States",Madrid & Co. Roofing,"""+1 915-252-0358",5.0,2025-02-26T05:19:37.760630,https://www.google.com/maps/place/Madrid+%26+Co.+Roofing/data=!4m7!3m6!1s0x8105fced63dd4b29:0x7f83e1018b035bd1!8m2!3d31.7913885!4d-106.3876358!16s%2Fg%2F11q9d88mxc!19sChIJKUvdY-38BYER0VsDiwHhg38?authuser=0&hl=en&rclk=1,
" 140 N Cotton St, El Paso, TX 79901, United States",Mountain Star Roofing Systems,"""+1 915-881-4446",4.1,2025-02-26T05:19:41.169604,https://www.google.com/maps/place/Mountain+Star+Roofing+Systems/data=!4m7!3m6!1s0x86e759fd1e787eb1:0x3fa14958309ce652!8m2!3d31.7647719!4d-106.4733511!16s%2Fg%2F11gjs7zzjt!19sChIJsX54Hv1Z54YRUuacMFhJoT8?authuser=0&hl=en&rclk=1,https://mountainstarroofing.com/
" 8821 Kingsway Dr, Canutillo, TX 79835, United States",Oasis Roofing,"""+1 915-314-9985",4.4,2025-02-26T05:19:45.342658,https://www.google.com/maps/place/Oasis+Roofing/data=!4m7!3m6!1s0x86ddffd2a878c65b:0x2f0cce7b80acdf25!8m2!3d31.9647126!4d-106.5812505!16s%2Fg%2F1tdh49mh!19sChIJW8Z4qNL_3YYRJd-sgHvODC8?authuser=0&hl=en&rclk=1,https://oasisroofs.com/
" 3501 Durazno Ave STE B, El Paso, TX 79905, United States",GOAT Roofing & Construction,"""+1 915-493-4148",4.9,2025-02-26T05:19:49.314958,https://www.google.com/maps/place/GOAT+Roofing+%26+Construction/data=!4m7!3m6!1s0x86e7593f95ae83e7:0x70ab4b502dad45cb!8m2!3d31.7766528!4d-106.4522512!16s%2Fg%2F11k459rzpc!19sChIJ54OulT9Z54YRy0WtLVBLq3A?authuser=0&hl=en&rclk=1,http://goatroofep.com/
" 4928 Knox Dr, El Paso, TX 79904, United States",El paso roofer,"""+1 915-283-1943",4.9,2025-02-26T05:19:52.570431,https://www.google.com/maps/place/El+paso+roofer/data=!4m7!3m6!1s0x86e751190d6089d7:0x3da6de6a1cce5d39!8m2!3d31.8525289!4d-106.4250931!16s%2Fg%2F11g20hj5h8!19sChIJ14lgDRlR54YROV3OHGrepj0?authuser=0&hl=en&rclk=1,https://netosroofingelpaso.com/
" 1201 E Missouri Ave, El Paso, TX 79902, United States",Done Right Roofing & Construction,"""+1 915-412-0525",4.4,2025-02-26T05:19:55.677811,https://www.google.com/maps/place/Done+Right+Roofing+%26+Construction/data=!4m7!3m6!1s0x86e759a9e0447b71:0xfeb94a957b16cad8!8m2!3d31.7679502!4d-106.4804131!16s%2Fg%2F11hc_5gbrm!19sChIJcXtE4KlZ54YR2MoWe5VKuf4?authuser=0&hl=en&rclk=1,https://www.donerightroofingandconstruction.com/
" 7362 Remcon Cir, El Paso, TX 79912, United States",ARC Restoration and SolarX,"""+1 915-996-2018",5.0,2025-02-26T05:19:59.377334,https://www.google.com/maps/place/ARC+Restoration+and+SolarX/data=!4m7!3m6!1s0x86ddf85c1998601d:0x30ead8d8d47b63d2!8m2!3d31.8394118!4d-106.5631211!16s%2Fg%2F11c325zxjt!19sChIJHWCYGVz43YYR0mN71NjY6jA?authuser=0&hl=en&rclk=1,https://arcxteam.com/
,Rivas Construction & Roofing,"""+1 915-861-8354",4.7,2025-02-26T05:20:02.463931,https://www.google.com/maps/place/Rivas+Construction+%26+Roofing/data=!4m7!3m6!1s0x86ddf7889380af4f:0xd04dd614aa1d1224!8m2!3d31.8120519!4d-106.417568!16s%2Fg%2F11bx9737kw!19sChIJT6-Ak4j33YYRJBIdqhTWTdA?authuser=0&hl=en&rclk=1,
" 2829 Montana Ave, El Paso, TX 79903, United States",EPCON Roofing,"""+1 915-349-8859",5.0,2025-02-26T05:20:05.788711,https://www.google.com/maps/place/EPCON+Roofing/data=!4m7!3m6!1s0x86e75915a8bdad99:0x339fdd7847fdbff4!8m2!3d31.7830851!4d-106.4624502!16s%2Fg%2F11wmh39dk3!19sChIJma29qBVZ54YR9L_9R3jdnzM?authuser=0&hl=en&rclk=1,https://epconusa.com/
" 6816 Commerce Ave, El Paso, TX 79915, United States",A D Roofing,"""+1 915-252-6209",5.0,2025-02-26T05:20:09.281652,https://www.google.com/maps/place/A+D+Roofing/data=!4m7!3m6!1s0x86e75ba26d914001:0xf8ef377214c06e38!8m2!3d31.774656!4d-106.389248!16s%2Fg%2F11gslr3l11!19sChIJAUCRbaJb54YROG7AFHI37_g?authuser=0&hl=en&rclk=1,
" 7123 Stiles Dr, El Paso, TX 79915, United States",A-1 Roofing,"""+1 915-252-5552",5.0,2025-02-26T05:20:12.237560,https://www.google.com/maps/place/A-1+Roofing/data=!4m7!3m6!1s0x86e75b749e21260d:0xd3407d99b8c397db!8m2!3d31.7563553!4d-106.3876056!16s%2Fg%2F11g8wlqgst!19sChIJDSYhnnRb54YR25fDuJl9QNM?authuser=0&hl=en&rclk=1,https://www.facebook.com/A-1roofingcoEP/
" 6425 Boeing Dr B3, El Paso, TX 79925, United States",One Stop Roofers,"""+1 915-881-4036",3.6,2025-02-26T05:20:15.787686,https://www.google.com/maps/place/One+Stop+Roofers/data=!4m7!3m6!1s0x86e75ba19c77c49b:0x647d8bd15cd9ccac!8m2!3d31.7926259!4d-106.401852!16s%2Fg%2F11fpmb6cnh!19sChIJm8R3nKFb54YRrMzZXNGLfWQ?authuser=0&hl=en&rclk=1,https://www.bbb.org/us/tx/el-paso/profile/roofing-contractors/one-stop-roofers-0895-99144857
" 5861 Bobwhite Ave, El Paso, TX 79924, United States",Alamo Roofing,"""+1 915-751-9449",4.3,2025-02-26T05:20:19.031418,https://www.google.com/maps/place/Alamo+Roofing/data=!4m7!3m6!1s0x86e75108b0779285:0x66b26b61f15b811b!8m2!3d31.882094!4d-106.4031885!16s%2Fg%2F1tj7fhpc!19sChIJhZJ3sAhR54YRG4Fb8WFrsmY?authuser=0&hl=en&rclk=1,http://alamoroofingeptx.com/
" 6975 Commerce Ave Ste C, El Paso, TX 79915, United States",Escalante Enterprises,"""+1 915-860-2672",4.1,2025-02-26T05:20:22.254461,https://www.google.com/maps/place/Escalante+Enterprises/data=!4m7!3m6!1s0x86e742f37a3601af:0x5b9dcac819bb57cb!8m2!3d31.7713973!4d-106.3806901!16s%2Fg%2F1tf4fgy1!19sChIJrwE2evNC54YRy1e7GcjKnVs?authuser=0&hl=en&rclk=1,http://www.escalanteroofing.com/
,All Pros Roofing & General Contracting,"""+1 915-408-6613",5.0,2025-02-26T05:20:25.326778,https://www.google.com/maps/place/All+Pros+Roofing+%26+General+Contracting/data=!4m7!3m6!1s0x86e7437ea44a9cd5:0xe85291b9cd201d01!8m2!3d31.8120519!4d-106.390015!16s%2Fg%2F11b7lm7f3c!19sChIJ1ZxKpH5D54YRAR0gzbmRUug?authuser=0&hl=en&rclk=1,http://www.facebook.com/ALLPROSROOFINGANDGENERALCONTRACTING
,A. Villalobos Roofing,"""+1 915-204-7455",4.7,2025-02-26T05:20:28.359252,https://www.google.com/maps/place/A.+Villalobos+Roofing/data=!4m7!3m6!1s0x86e741f2c1110569:0x1569e6a96a540aea!8m2!3d31.7510294!4d-106.3243715!16s%2Fg%2F11kysrv6yj!19sChIJaQURwfJB54YR6gpUaqnmaRU?authuser=0&hl=en&rclk=1,https://www.facebook.com/A.VillalobosRoofing?mibextid=LQQJ4d
,"El Paso Construction Group - Roofing, Remodeling & Restoration","""+1 915-256-2781",4.9,2025-02-26T05:20:31.587063,"https://www.google.com/maps/place/El+Paso+Construction+Group+-+Roofing,+Remodeling+%26+Restoration/data=!4m7!3m6!1s0xde1cbeeddeac1a1:0x4c8bd1fa8c2418fb!8m2!3d32.0130675!4d-106.558691!16s%2Fg%2F11tdqzjxc7!19sChIJocHq3e7L4Q0R-xgkjPrRi0w?authuser=0&hl=en&rclk=1",https://www.remodelandroof.com/
" 2518 Montana Ave, El Paso, TX 79903, United States",Lorenzo's Contractors Roofing & Home Remodeling,"""+1 915-755-9333",4.9,2025-02-26T05:20:34.573508,https://www.google.com/maps/place/Lorenzo%27s+Contractors+Roofing+%26+Home+Remodeling/data=!4m7!3m6!1s0x86e759a2c8831521:0x86800132d4a227b3!8m2!3d31.7801719!4d-106.4658565!16s%2Fg%2F1tdpmjgq!19sChIJIRWDyKJZ54YRsyei1DIBgIY?authuser=0&hl=en&rclk=1,https://www.lorenzoscontractors.com/
" 4330 Rosa Ave, El Paso, TX 79905, United States",Escandon Roofing Inc,"""+1 915-532-1582",4.1,2025-02-26T05:20:37.479147,https://www.google.com/maps/place/Escandon+Roofing+Inc/data=!4m7!3m6!1s0x86e75b30c072164b:0x45c46699b8d06e1a!8m2!3d31.7748356!4d-106.4398855!16s%2Fg%2F11v5wcdldg!19sChIJSxZywDBb54YRGm7QuJlmxEU?authuser=0&hl=en&rclk=1,https://www.escandonroofinginc.com/?utm_source=gmb&utm_medium=organic&utm_campaign=elpaso
" 220 Thunderbird Dr Suite 14, El Paso, TX 79912, United States",Varsity Roofing,"""+1 915-261-1098",5.0,2025-02-26T05:20:40.688670,https://www.google.com/maps/place/Varsity+Roofing/data=!4m7!3m6!1s0x86e757b69a651bb1:0x90f99e9b7e0cdec6!8m2!3d31.8338141!4d-106.5300613!16s%2Fg%2F11fx0gcj7n!19sChIJsRtlmrZX54YRxt4Mfpue-ZA?authuser=0&hl=en&rclk=1,http://varsityroofing.com/
" 2043 Appaloosa Dr, Sunland Park, NM 88063, United States","Frontier Roofing Services, LLC","""+1 915-845-4151",4.6,2025-02-26T05:20:43.831367,"https://www.google.com/maps/place/Frontier+Roofing+Services,+LLC/data=!4m7!3m6!1s0x86ddf933c62565e9:0xa6b508fc364bdc32!8m2!3d31.8036669!4d-106.5757767!16s%2Fg%2F1vgw91s0!19sChIJ6WUlxjP53YYRMtxLNvwItaY?authuser=0&hl=en&rclk=1",http://www.frontier-roofing.com/
,Phillips Hoover Roofing & Construction Inc,"""+1 915-585-8573",4.8,2025-02-26T05:20:46.883629,https://www.google.com/maps/place/Phillips+Hoover+Roofing+%26+Construction+Inc/data=!4m7!3m6!1s0x86e757c2dade0c6f:0xce6155f39b4782cb!8m2!3d31.8120519!4d-106.417568!16s%2Fg%2F119wm44gs!19sChIJbwze2sJX54YRy4JHm_NVYc4?authuser=0&hl=en&rclk=1,https://phillipshoover.com/
,Northsky Roofing Company,"""+1 915-800-8080",5.0,2025-02-26T05:20:51.496980,https://www.google.com/maps/place/Northsky+Roofing+Company/data=!4m7!3m6!1s0x44dd6d652a748589:0xcf9ac014e3433ad9!8m2!3d32.027171!4d-106.586244!16s%2Fg%2F11jzsdhmb3!19sChIJiYV0KmVt3UQR2TpD4xTAms8?authuser=0&hl=en&rclk=1,https://northskyroofing.com/
" 5720 Ethel Rd Ste F, El Paso, TX 79912, United States",Noah's Roofing & Construction,"""+1 915-704-9224",4.2,2025-02-26T05:20:54.588163,https://www.google.com/maps/place/Noah%27s+Roofing+%26+Construction/data=!4m7!3m6!1s0x86ddf8898cffc591:0x7e583a19231fa8f!8m2!3d31.8642845!4d-106.5862917!16s%2Fg%2F11btmc5gy2!19sChIJkcX_jIn43YYRj_oxkqGD5Qc?authuser=0&hl=en&rclk=1,https://www.noahsroofing.biz/
" 3006 Gtwy Blvd E, El Paso, TX 79905, United States",Weeks Roofing Co Inc,"""+1 915-533-7004",4.4,2025-02-26T05:20:57.528616,https://www.google.com/maps/place/Weeks+Roofing+Co+Inc/data=!4m7!3m6!1s0x86e759a864d314fd:0xd5e3014adfb89469!8m2!3d31.7773546!4d-106.4596249!16s%2Fg%2F11jgxtydw0!19sChIJ_RTTZKhZ54YRaZS430oB49U?authuser=0&hl=en&rclk=1,http://weeksroofing.com/
" 311 Montana Ave A2-27, El Paso, TX 79902, United States",Clean Home Tech Restoration,"""+1 915-247-2383",5.0,2025-02-26T05:21:00.755864,https://www.google.com/maps/place/Clean+Home+Tech+Restoration/data=!4m7!3m6!1s0x500b72377119a97:0xa535790f51190c59!8m2!3d31.7650497!4d-106.4903979!16s%2Fg%2F11v5fh4v92!19sChIJl5oRdyO3AAURWQwZUQ95NaU?authuser=0&hl=en&rclk=1,
" 221 N Kansas St #700, El Paso, TX 79901, United States",Sagan Commercial Roofing LLC,"""+1 915-228-7749",5.0,2025-02-26T05:21:03.855050,https://www.google.com/maps/place/Sagan+Commercial+Roofing+LLC/data=!4m7!3m6!1s0x86e759689fe1d547:0xd73de14e115a4f36!8m2!3d31.7601581!4d-106.4859811!16s%2Fg%2F11sd02g7rn!19sChIJR9Xhn2hZ54YRNk9aEU7hPdc?authuser=0&hl=en&rclk=1,http://saganroofing.com/
,Renegade Roofing LLC,"""+1 915-231-9734",4.8,2025-02-26T05:21:06.945572,https://www.google.com/maps/place/Renegade+Roofing+LLC/data=!4m7!3m6!1s0x655caf1773a82985:0x289234519042f4d1!8m2!3d31.8120519!4d-106.417568!16s%2Fg%2F11vk707068!19sChIJhSmocxevXGUR0fRCkFE0kig?authuser=0&hl=en&rclk=1,https://renegade-roofing.com/
" 10129 Chezelle Dr, El Paso, TX 79925, United States",AM.ON Roofing and Remodeling LLC,"""+1 915-346-1899",4.9,2025-02-26T05:21:10.090389,https://www.google.com/maps/place/AM.ON+Roofing+and+Remodeling+LLC/data=!4m7!3m6!1s0x86e750cf88adb8d3:0x757c7156b3574b4e!8m2!3d31.7813526!4d-106.3474368!16s%2Fg%2F11ckvbq2bn!19sChIJ07itiM9Q54YRTktXs1ZxfHU?authuser=0&hl=en&rclk=1,http://www.amoncontractors.com/
,Texas Reliable Roofing and Remodeling,"""+1 915-490-9602",4.2,2025-02-26T05:21:13.792753,https://www.google.com/maps/place/Texas+Reliable+Roofing+and+Remodeling/data=!4m7!3m6!1s0x86e757e824d50395:0x1552bd669b50991d!8m2!3d29.8903289!4d-102.268454!16s%2Fg%2F11gmx6z95h!19sChIJlQPVJOhX54YRHZlQm2a9UhU?authuser=0&hl=en&rclk=1,
,4U Roofing & General Contractor,"""+1 915-478-8724",5.0,2025-02-26T05:21:16.887659,https://www.google.com/maps/place/4U+Roofing+%26+General+Contractor/data=!4m7!3m6!1s0x8bd50a23558e52fb:0x69c401ab29f71c68!8m2!3d31.8120519!4d-106.417568!16s%2Fg%2F11l695w96k!19sChIJ-1KOVSMK1YsRaBz3KasBxGk?authuser=0&hl=en&rclk=1,https://4uroofingtx.com/
" 3606 Hueco Ave, El Paso, TX 79903, United States",Ortega's Roofing,"""+1 915-256-3507",1.0,2025-02-26T05:21:19.997878,https://www.google.com/maps/place/Ortega%27s+Roofing/data=!4m7!3m6!1s0x86e75998c32dce5d:0xc8557f0627a745a7!8m2!3d31.7861391!4d-106.4503979!16s%2Fg%2F11n0vj91ws!19sChIJXc4tw5hZ54YRp0WnJwZ_Vcg?authuser=0&hl=en&rclk=1,
" 6344 Modesta St, El Paso, TX 79932, United States",Apache Roofing Co.,"""+1 915-584-1446",5.0,2025-02-26T05:21:23.132453,https://www.google.com/maps/place/Apache+Roofing+Co./data=!4m7!3m6!1s0x86ddf92d6107212f:0xd450052fd43a708b!8m2!3d31.8840561!4d-106.5935495!16s%2Fg%2F1tgmwqzj!19sChIJLyEHYS353YYRi3A61C8FUNQ?authuser=0&hl=en&rclk=1,http://www.apacheroofingcompany.com/
" 221 N Kansas St #700, El Paso, TX 79901, United States",Grey Bird Roofing,"""+1 915-297-3719",5.0,2025-02-26T05:21:26.160020,https://www.google.com/maps/place/Grey+Bird+Roofing/data=!4m7!3m6!1s0x86e759c69a57df27:0x86207bdb5879a371!8m2!3d31.7601581!4d-106.4859811!16s%2Fg%2F11tbvt7xr2!19sChIJJ99XmsZZ54YRcaN5WNt7IIY?authuser=0&hl=en&rclk=1,
" 8105 Algerita Ct, El Paso, TX 79915, United States","Caliber Roofing & Construction, LLC.","""+1 915-820-5483",4.2,2025-02-26T05:21:29.551590,"https://www.google.com/maps/place/Caliber+Roofing+%26+Construction,+LLC./data=!4m7!3m6!1s0x86e75d032adb782f:0x1fedc1c60c17ed31!8m2!3d31.7203752!4d-106.3589116!16s%2Fg%2F11fx8jvyh2!19sChIJL3jbKgNd54YRMe0XDMbB7R8?authuser=0&hl=en&rclk=1",http://caliber-roofing.com/
,CHT Roofing,"""+1 915-209-1599",4.9,2025-02-26T05:21:32.702259,https://www.google.com/maps/place/CHT+Roofing/data=!4m7!3m6!1s0x86ddf9346e6e1d9b:0xf66bfd747e48212!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11j20twr1d!19sChIJmx1ubjT53YYREoLkR9e_Zg8?authuser=0&hl=en&rclk=1,http://www.chtrestoration.com/
,Desert Roofing Contractors,"""+1 915-861-6437",4.8,2025-02-26T05:21:35.826416,https://www.google.com/maps/place/Desert+Roofing+Contractors/data=!4m7!3m6!1s0x6817213560cbddb:0xec74ae936548584b!8m2!3d31.74626!4d-106.3823194!16s%2Fg%2F11k3ghky4x!19sChIJ270MVhNygQYRS1hIZZOudOw?authuser=0&hl=en&rclk=1,https://www.eproofingcontractor.com/
