address,name,phone,rating,scraped_at,url,website
" 10229 Cayuga Dr, Dallas, TX 75228, United States",Finish Carpentry LLC,"""+1 214-437-5788",5.0,2025-03-03T02:36:17.201279,https://www.google.com/maps/place/Finish+Carpentry+LLC/data=!4m7!3m6!1s0x864ea114fb78388b:0x2585c8c7b672af23!8m2!3d32.8349627!4d-96.6881358!16s%2Fg%2F11c7wd1wj4!19sChIJizh4-xShToYRI69ytsfIhSU?authuser=0&hl=en&rclk=1,
,Tom The Carpenter,"""+1 817-319-8024",4.5,2025-03-03T02:36:20.135316,https://www.google.com/maps/place/Tom+The+Carpenter/data=!4m7!3m6!1s0x864e7da0fbc1c7a7:0xa4ef3e1a75984244!8m2!3d32.7412686!4d-97.1809465!16s%2Fg%2F1tf7sk0x!19sChIJp8fB-6B9ToYRREKYdRo-76Q?authuser=0&hl=en&rclk=1,
" 8316 Lake Anna Dr, Dallas, TX 75217, United States",Prestige Carpentry,"""+1 786-295-7938",5.0,2025-03-03T02:36:23.210273,https://www.google.com/maps/place/Prestige+Carpentry/data=!4m7!3m6!1s0x864ebd7e369de121:0x5b73268fa1b7ead0!8m2!3d32.7027546!4d-96.6780019!16s%2Fg%2F11w8qhr8k5!19sChIJIeGdNn69ToYR0Oq3oY8mc1s?authuser=0&hl=en&rclk=1,https://prestige-carpentry-llc.square.site/
,Custom Mill Work Services,"""+1 214-336-0287",5.0,2025-03-03T02:36:25.992625,https://www.google.com/maps/place/Custom+Mill+Work+Services/data=!4m7!3m6!1s0x2ad196c3358f1a5b:0x22914b584ccdeb2f!8m2!3d32.7798735!4d-96.7425036!16s%2Fg%2F11kh9j3z82!19sChIJWxqPNcOW0SoRL-vNTFhLkSI?authuser=0&hl=en&rclk=1,
" Custer Rd, Richardson, TX 75080, United States","Woodworks by Spanky, LLC","""+1 214-404-6256",4.6,2025-03-03T02:36:28.903702,"https://www.google.com/maps/place/Woodworks+by+Spanky,+LLC/data=!4m7!3m6!1s0x6edaee70eed6dcc3:0x7e8212abe9b19571!8m2!3d32.9611695!4d-96.7342561!16s%2Fg%2F11kpnkk9bk!19sChIJw9zW7nDu2m4RcZWx6asSgn4?authuser=0&hl=en&rclk=1",https://www.woodworksbyspanky.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14460185809037717550
,JJ Custom Trim carpenter + Design Llc,"""+1 214-289-7049",5.0,2025-03-03T02:36:31.994723,https://www.google.com/maps/place/JJ+Custom+Trim+carpenter+%2B+Design+Llc/data=!4m7!3m6!1s0x2dcbd4e173c7e30b:0xdc4828672260d96c!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11t_z_j94m!19sChIJC-PHc-HUyy0RbNlgImcoSNw?authuser=0&hl=en&rclk=1,https://www.facebook.com/profile.php?id=100068247151779&mibextid=LQQJ4d
,Cabinets DTX Wood Service,"""+1 469-349-1169",5.0,2025-03-03T02:36:35.057417,https://www.google.com/maps/place/Cabinets+DTX+Wood+Service/data=!4m7!3m6!1s0xaa7955a28af9f637:0x54af5f33bfd5b390!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11w59kl5k6!19sChIJN_b5iqJVeaoRkLPVvzNfr1Q?authuser=0&hl=en&rclk=1,https://txcabinetmaker.com/
,Christian Carpentry LLC,"""+1 469-418-4444",4.5,2025-03-03T02:36:38.245686,https://www.google.com/maps/place/Christian+Carpentry+LLC/data=!4m7!3m6!1s0x864e8e2bb684003d:0xfcac2d79bbc98610!8m2!3d37.9268115!4d-90.8910795!16s%2Fg%2F11hbgh5_z5!19sChIJPQCEtiuOToYREIbJu3ktrPw?authuser=0&hl=en&rclk=1,http://www.christian-carpentry.com/
,Angel's Custom Trim,"""+1 972-246-9167",4.8,2025-03-03T02:36:41.216736,https://www.google.com/maps/place/Angel%27s+Custom+Trim/data=!4m7!3m6!1s0x864eb1c871546d0d:0xc3f49be537174758!8m2!3d32.759269!4d-96.8105956!16s%2Fg%2F11j51mpkzp!19sChIJDW1UccixToYRWEcXN-Wb9MM?authuser=0&hl=en&rclk=1,
" 312 Tunnell St, Seagoville, TX 75159, United States",Izuan’s Carpentry LLC,"""+1 469-552-8510",5.0,2025-03-03T02:36:44.374728,https://www.google.com/maps/place/Izuan%E2%80%99s+Carpentry+LLC/data=!4m7!3m6!1s0x864eb1ab2467b5cb:0xe0ce8274d2a0c242!8m2!3d32.6613257!4d-96.5772751!16s%2Fg%2F11v597y1bb!19sChIJy7VnJKuxToYRQsKg0nSCzuA?authuser=0&hl=en&rclk=1,https://izuanscarpentry.com/
,A1 Services and Supplies,"""+1 469-274-6126",5.0,2025-03-03T02:36:47.373072,https://www.google.com/maps/place/A1+Services+and+Supplies/data=!4m7!3m6!1s0x864ea580e0a78fa9:0x84e102ade2afad2d!8m2!3d32.719976!4d-96.748336!16s%2Fg%2F11h2bxgqdh!19sChIJqY-n4IClToYRLa2v4q0C4YQ?authuser=0&hl=en&rclk=1,
,Craftsman of Oak Cliff,"""+1 469-608-0790",4.7,2025-03-03T02:36:50.478217,https://www.google.com/maps/place/Craftsman+of+Oak+Cliff/data=!4m7!3m6!1s0x864e9b95923eadb1:0xdc396ec4900d0564!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11pz33mbrq!19sChIJsa0-kpWbToYRZAUNkMRuOdw?authuser=0&hl=en&rclk=1,
" 1218 Colorado Ln ste A6, Arlington, TX 76015, United States",The Carpenter's Woodshop,"""+1 214-579-5334",5.0,2025-03-03T02:36:53.323465,https://www.google.com/maps/place/The+Carpenter%27s+Woodshop/data=!4m7!3m6!1s0x864e7db9e523c217:0x812c715fdaac22f9!8m2!3d32.700785!4d-97.1254853!16s%2Fg%2F11p75r5lq_!19sChIJF8Ij5bl9ToYR-SKs2l9xLIE?authuser=0&hl=en&rclk=1,http://www.thecarpenterswoodshop.com/
,Dallas Carpentry,"""+1 469-300-5544",,2025-03-03T02:36:56.095390,https://www.google.com/maps/place/Dallas+Carpentry/data=!4m7!3m6!1s0x864e9fa28c5c434b:0x4f0bcb8ece5550df!8m2!3d32.810252!4d-97.0073665!16s%2Fg%2F11hdz6wqgj!19sChIJS0NcjKKfToYR31BVzo7LC08?authuser=0&hl=en&rclk=1,
,JB Carpentry,"""+1 817-891-5097",3.8,2025-03-03T02:36:59.145985,https://www.google.com/maps/place/JB+Carpentry/data=!4m7!3m6!1s0x864e7f7ea4e502fd:0x1cc9292bda189e8a!8m2!3d32.9878321!4d-97.033726!16s%2Fg%2F11hdntk336!19sChIJ_QLlpH5_ToYRip4Y2ispyRw?authuser=0&hl=en&rclk=1,http://jb-carpentryhandyman.square.site/
" 11695 Bush Ln, Forney, TX 75126, United States",T&T Custom Trim LLC,"""+1 972-658-7310",4.3,2025-03-03T02:37:02.253780,https://www.google.com/maps/place/T%26T+Custom+Trim+LLC/data=!4m7!3m6!1s0x864eb357ba42f587:0x1fa80607a7b333b0!8m2!3d32.7309856!4d-96.4877736!16s%2Fg%2F11lq53xbg2!19sChIJh_VCulezToYRsDOzpwcGqB8?authuser=0&hl=en&rclk=1,http://www.tandttrimtx.com/
,Bean Craft & Carpentry,"""+1 214-972-4738",5.0,2025-03-03T02:37:05.435554,https://www.google.com/maps/place/Bean+Craft+%26+Carpentry/data=!4m7!3m6!1s0x864c2599c9ce7f7f:0x55c72a8a115cbd5f!8m2!3d42.3717674!4d-72.8214709!16s%2Fg%2F11mvmzs035!19sChIJf3_OyZklTIYRX71cEYoqx1U?authuser=0&hl=en&rclk=1,
,Poncho’s custom carpenter,"""+1 214-809-4729",,2025-03-03T02:37:08.896174,https://www.google.com/maps/place/Poncho%E2%80%99s+custom+carpenter/data=!4m7!3m6!1s0x864ea5b913acd6fb:0x1a262e9d51b7e155!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11h6j58rfb!19sChIJ-9asE7mlToYRVeG3UZ0uJho?authuser=0&hl=en&rclk=1,
" 2407 Edinburgh St, Arlington, TX 76018, United States",Corcare Woodworks,"""+1 817-443-8043",,2025-03-03T02:37:11.679226,https://www.google.com/maps/place/Corcare+Woodworks/data=!4m7!3m6!1s0x864e89b366ceaaab:0xe68289804b630405!8m2!3d32.6532068!4d-97.0656201!16s%2Fg%2F11t9_tg_t2!19sChIJq6rOZrOJToYRBQRjS4CJguY?authuser=0&hl=en&rclk=1,
" 2248 Central Dr, Bedford, TX 76021, United States",Pittman Woodworks,"""+1 469-639-6641",,2025-03-03T02:37:14.689203,https://www.google.com/maps/place/Pittman+Woodworks/data=!4m7!3m6!1s0x864e7fa6363fffff:0x6b14a252dce439f7!8m2!3d32.8433018!4d-97.1328249!16s%2Fg%2F11srgjvwyg!19sChIJ__8_NqZ_ToYR9znk3FKiFGs?authuser=0&hl=en&rclk=1,https://www.pittmanwoodworks.com/contact
,Done Right Trim,"""+1 817-845-3842",4.9,2025-03-03T02:37:17.686582,https://www.google.com/maps/place/Done+Right+Trim/data=!4m7!3m6!1s0x864e89d039736b07:0xa511b25afdac16a5!8m2!3d32.7409415!4d-97.031894!16s%2Fg%2F11ckr6b4t7!19sChIJB2tzOdCJToYRpRas_VqyEaU?authuser=0&hl=en&rclk=1,http://www.donerighttrim.com/
,Zimmerman Carpentry,"""+1 214-207-0771",4.0,2025-03-03T02:37:20.825172,https://www.google.com/maps/place/Zimmerman+Carpentry/data=!4m7!3m6!1s0x864c1f6b24dc1a5b:0x53bbf7d68f9d6fd3!8m2!3d32.9641534!4d-96.6910609!16s%2Fg%2F1tk8n_bk!19sChIJWxrcJGsfTIYR02-dj9b3u1M?authuser=0&hl=en&rclk=1,http://www.zimmermancarpentry.com/
,M.A.L General Contracting,"""+1 682-431-8129",5.0,2025-03-03T02:37:23.810572,https://www.google.com/maps/place/M.A.L+General+Contracting/data=!4m7!3m6!1s0x2cc1d2fb1a463b63:0xc4066abf197281c9!8m2!3d32.9398486!4d-96.602137!16s%2Fg%2F11w86n2q28!19sChIJYztGGvvSwSwRyYFyGb9qBsQ?authuser=0&hl=en&rclk=1,https://www.m-a-l-generalcontracting.com/
" 5706 Fireside Dr, Arlington, TX 76016, United States",Wdw Custom Woodworks,"""+1 682-978-1253",,2025-03-03T02:37:26.569294,https://www.google.com/maps/place/Wdw+Custom+Woodworks/data=!4m7!3m6!1s0x864e7b4f15515555:0x40f6143ee7e4ca11!8m2!3d32.7023362!4d-97.1938259!16s%2Fg%2F11rghq1kv3!19sChIJVVVRFU97ToYREcrk5z4U9kA?authuser=0&hl=en&rclk=1,
,Cutting Edge Cabinetry,,5.0,2025-03-03T02:37:29.636795,https://www.google.com/maps/place/Cutting+Edge+Cabinetry/data=!4m7!3m6!1s0x864dd7be3df99995:0xd644377b7dd5a0c2!8m2!3d32.7998764!4d-97.3084444!16s%2Fg%2F11f3ws6jz5!19sChIJlZn5Pb7XTYYRwqDVfXs3RNY?authuser=0&hl=en&rclk=1,http://www.cuttingedgetrim.net/
" 419 Peregrine Way, DeSoto, TX 75115, United States",Carpenter Co.,"""+1 804-359-0800",2.9,2025-03-03T02:37:32.847766,https://www.google.com/maps/place/Carpenter+Co./data=!4m7!3m6!1s0x864e9169f1cb6f4f:0xc704fef52aa3a33b!8m2!3d32.6291038!4d-96.8501672!16s%2Fg%2F11h0vv5gj1!19sChIJT2_L8WmRToYRO6OjKvX-BMc?authuser=0&hl=en&rclk=1,http://www.carpenter.com/
,On Call Carpentry,"""+1 817-696-5676",4.5,2025-03-03T02:37:35.830876,https://www.google.com/maps/place/On+Call+Carpentry/data=!4m7!3m6!1s0x61892291e61cbd75:0x1ab0e7470c4016d8!8m2!3d34.9441325!4d-88.739314!16s%2Fg%2F11sk4_qf34!19sChIJdb0c5pEiiWER2BZADEfnsBo?authuser=0&hl=en&rclk=1,
,Woodcore Carpentry Experts LLC,"""+1 469-665-9777",5.0,2025-03-03T02:37:38.573839,https://www.google.com/maps/place/Woodcore+Carpentry+Experts+LLC/data=!4m7!3m6!1s0x864c26dede79911d:0x7e760ada7d4ec77c!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11g659n5nq!19sChIJHZF53t4mTIYRfMdOfdoKdn4?authuser=0&hl=en&rclk=1,
" 1122 Longpoint Ave, Dallas, TX 75247, United States",Dane Millwork,"""+1 214-718-1513",,2025-03-03T02:37:41.468771,https://www.google.com/maps/place/Dane+Millwork/data=!4m7!3m6!1s0x864e9c0ae23aaceb:0xe8c873c12d8212c9!8m2!3d32.8040678!4d-96.854825!16s%2Fg%2F11l5tm8pfx!19sChIJ66w64gqcToYRyRKCLcFzyOg?authuser=0&hl=en&rclk=1,https://danemillwork.com/contact/
" 8703 Bedford Euless Rd, Hurst, TX 76053, United States",Cesar Drywall And Painting,"""+1 817-398-3919",5.0,2025-03-03T02:37:44.324082,https://www.google.com/maps/place/Cesar+Drywall+And+Painting/data=!4m7!3m6!1s0x864e79d0135fa881:0xf31e9004e75c8b41!8m2!3d32.8335232!4d-97.195271!16s%2Fg%2F11s7l6qlmw!19sChIJgahfE9B5ToYRQYtc5wSQHvM?authuser=0&hl=en&rclk=1,
" 1121 E Shaw St, Fort Worth, TX 76110, United States",A.I’s carpentry&customs,"""+1 682-309-5499",,2025-03-03T02:37:47.069245,https://www.google.com/maps/place/A.I%E2%80%99s+carpentry%26customs/data=!4m7!3m6!1s0x864e711b1721e6d9:0x64addceff2a0393e!8m2!3d32.7012504!4d-97.3146154!16s%2Fg%2F11wxj0hg2g!19sChIJ2eYhFxtxToYRPjmg8u_crWQ?authuser=0&hl=en&rclk=1,
,Salah Woodworking & Carpentry,"""+1 682-429-6002",,2025-03-03T02:37:49.761660,https://www.google.com/maps/place/Salah+Woodworking+%26+Carpentry/data=!4m7!3m6!1s0xa92c3a7c79d2b649:0x567c115210cf0714!8m2!3d32.7020051!4d-97.1355256!16s%2Fg%2F11vj_7788v!19sChIJSbbSeXw6LKkRFAfPEFIRfFY?authuser=0&hl=en&rclk=1,
" 200 E Pioneer Dr, Irving, TX 75061, United States",Epic Wood Work,"""+1 469-892-2077",4.7,2025-03-03T02:37:52.896699,https://www.google.com/maps/place/Epic+Wood+Work/data=!4m7!3m6!1s0x864e9d5ffe145231:0xa8f9aca83bdb0ddf!8m2!3d32.8179241!4d-96.9439436!16s%2Fg%2F11c3ywb_qw!19sChIJMVIU_l-dToYR3w3bO6is-ag?authuser=0&hl=en&rclk=1,https://www.epicwoodwork.com/
" 11227 Goodnight Ln Suite 830, Dallas, TX 75229, United States",Kitchen Plus Closet,"""+1 469-560-4547",4.9,2025-03-03T02:37:55.959506,https://www.google.com/maps/place/Kitchen+Plus+Closet/data=!4m7!3m6!1s0x864e9d615d502799:0xbc7ca778d3f4f254!8m2!3d32.8898753!4d-96.9027179!16s%2Fg%2F11kc8mc_q_!19sChIJmSdQXWGdToYRVPL003infLw?authuser=0&hl=en&rclk=1,https://kitchenpluscloset.com/
,Three Trees Fine Carpentry,"""+1 469-545-8628",5.0,2025-03-03T02:37:58.868070,https://www.google.com/maps/place/Three+Trees+Fine+Carpentry/data=!4m7!3m6!1s0x201ca3a2eb30dcc5:0xf8829cd11fcaee6!8m2!3d32.972186!4d-96.7365624!16s%2Fg%2F11qh7mtjyn!19sChIJxdww66KjHCAR5q78Ec0piA8?authuser=0&hl=en&rclk=1,https://threetreesfinecarpentry.com/
" 7114 Manor Oaks Dr, Dallas, TX 75248, United States",Carpenter WE TRUST,"""+1 817-951-4573",,2025-03-03T02:38:01.547853,https://www.google.com/maps/place/Carpenter+WE+TRUST/data=!4m7!3m6!1s0x864c2131bf0d95a9:0x2fa6a6fcca3d8491!8m2!3d32.9772582!4d-96.7849236!16s%2Fg%2F11wx1dmscr!19sChIJqZUNvzEhTIYRkYQ9yvympi8?authuser=0&hl=en&rclk=1,
" 10031 Monroe Dr, Dallas, TX 75229, United States",Grandeur CabinetWorks,"""+1 214-870-5131",,2025-03-03T02:38:04.476232,https://www.google.com/maps/place/Grandeur+CabinetWorks/data=!4m7!3m6!1s0x864e9d789040ab6f:0x7f121820404dc5ce!8m2!3d32.8822578!4d-96.8787462!16s%2Fg%2F11rnb3rjfp!19sChIJb6tAkHidToYRzsVNQCAYEn8?authuser=0&hl=en&rclk=1,https://www.grandeurcabinetworks.com/
" 6576 Dick Price Rd unit#200, Mansfield, TX 76063, United States",Dallas Woodworks,"""+1 214-417-1470",5.0,2025-03-03T02:38:07.482841,https://www.google.com/maps/place/Dallas+Woodworks/data=!4m7!3m6!1s0x864e65f0711b1437:0xc3e57d5012b2d46!8m2!3d32.6065718!4d-97.218754!16s%2Fg%2F11s0tfvtxj!19sChIJNxQbcfBlToYRRi0rAdVXPgw?authuser=0&hl=en&rclk=1,https://linqapp.com/DallasWoodworks?r=link
,Elite Handyman & Remodeling,"""+1 469-285-7939",4.9,2025-03-03T02:38:11.046436,https://www.google.com/maps/place/Elite+Handyman+%26+Remodeling/data=!4m7!3m6!1s0x864e8f2c4fab6b2b:0xf5710a0014709a1a!8m2!3d32.7597995!4d-96.8487841!16s%2Fg%2F11hdf3h21g!19sChIJK2urTyyPToYRGppwFAAKcfU?authuser=0&hl=en&rclk=1,http://www.elitehandymanremodeling.com/
" 2201 Villanova St, Arlington, TX 76018, United States",Woody Construction,"""+1 817-692-6805",5.0,2025-03-03T02:38:13.892265,https://www.google.com/maps/place/Woody+Construction/data=!4m7!3m6!1s0x864e89b5406da4a1:0xdfd3a628ffa88a59!8m2!3d32.6532592!4d-97.0700321!16s%2Fg%2F1hc2d6gg8!19sChIJoaRtQLWJToYRWYqo_yim098?authuser=0&hl=en&rclk=1,
" 3719 Dividend Dr, Garland, TX 75042, United States",LoneStar Cabinets,"""+1 469-734-5567",5.0,2025-03-03T02:38:16.929672,https://www.google.com/maps/place/LoneStar+Cabinets/data=!4m7!3m6!1s0x864ea1714f75ef81:0xf5bab9a72360dc7f!8m2!3d32.8991553!4d-96.6875795!16s%2Fg%2F11vb8fwztk!19sChIJge91T3GhToYRf9xgI6e5uvU?authuser=0&hl=en&rclk=1,https://www.lonestarcabi.net/
,The Container Store Elfa Custom Closets - Madison,"""+1 888-266-8246",,2025-03-03T02:38:19.923541,https://www.google.com/maps/place/The+Container+Store+Elfa+Custom+Closets+-+Madison/data=!4m7!3m6!1s0xa377b606391c3b55:0x493c8f4e4d348bb6!8m2!3d43.067826!4d-89.4829424!16s%2Fg%2F11nmqr98ln!19sChIJVTscOQa2d6MRtos0TU6PPEk?authuser=0&hl=en&rclk=1,https://www.containerstore.com/custom-closets?cid=ns:maps:google:custom-closets:NOSTORE-madison-wi
" 4443 Lovers Ln, Dallas, TX 75225, United States",California Closets - Dallas,"""+1 214-351-1000",4.9,2025-03-03T02:38:22.881189,https://www.google.com/maps/place/California+Closets+-+Dallas/data=!4m7!3m6!1s0x864e9e5fb38c4b83:0x3a082989fde487f0!8m2!3d32.8509141!4d-96.811525!16s%2Fg%2F1ttdyw2g!19sChIJg0uMs1-eToYR8Ifk_YkpCDo?authuser=0&hl=en&rclk=1,https://www.locations.californiaclosets.com/california-closets-dallas-dcb99046d694?utm_source=GMB&utm_medium=local&utm_campaign=GMB
,Carpenter carpenter,"""+1 469-735-1189",,2025-03-03T02:38:25.873689,https://www.google.com/maps/place/Carpenter+carpenter/data=!4m7!3m6!1s0x864ea3b8545649fb:0x38e79fae3ccfede4!8m2!3d32.7287956!4d-96.8130595!16s%2Fg%2F11fjtxq879!19sChIJ-0lWVLijToYR5O3PPK6f5zg?authuser=0&hl=en&rclk=1,
,King Custom Woodwork,"""+1 214-642-8513",5.0,2025-03-03T02:38:28.858320,https://www.google.com/maps/place/King+Custom+Woodwork/data=!4m7!3m6!1s0x864ea655c9267741:0xb48a6ddf2e75ad6a!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11cs4h9t28!19sChIJQXcmyVWmToYRaq11Lt9tirQ?authuser=0&hl=en&rclk=1,http://www.kingcustomwoodwork.com/
" 11920 Elam Rd, Balch Springs, TX 75180, United States",Juan carpenter inc,"""+1 469-347-5443",1.0,2025-03-03T02:38:31.908347,https://www.google.com/maps/place/Juan+carpenter+inc/data=!4m7!3m6!1s0x864ea5885a7599cd:0x60b4ca142d660b03!8m2!3d32.719016!4d-96.621019!16s%2Fg%2F11n6_52c39!19sChIJzZl1WoilToYRAwtmLRTKtGA?authuser=0&hl=en&rclk=1,
,Meraz Finish/Trim Carpenter,"""+1 469-881-0630",,2025-03-03T02:38:34.971936,https://www.google.com/maps/place/Meraz+Finish%2FTrim+Carpenter/data=!4m7!3m6!1s0x864e9548927a971f:0x7bd060756e753100!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11j4n6ybq7!19sChIJH5d6kkiVToYRADF1bnVg0Hs?authuser=0&hl=en&rclk=1,
" 8208 Northeast Pkwy #110, North Richland Hills, TX 76182, United States",Pittman Woodworks,"""+1 469-639-6641",5.0,2025-03-03T02:38:37.802375,https://www.google.com/maps/place/Pittman+Woodworks/data=!4m7!3m6!1s0x864e87f410f0f30f:0x95e2c42490f8b02c!8m2!3d32.8699356!4d-97.2056078!16s%2Fg%2F11k5tzj_xw!19sChIJD_PwEPSHToYRLLD4kCTE4pU?authuser=0&hl=en&rclk=1,https://www.pittmanwoodworks.com/?utm_source=Google&utm_medium=web&utm_campaign=Organic
" 8444 Endicott Ln, Dallas, TX 75227, United States","Wood Perceptions, LLC","""+1 214-391-7373",5.0,2025-03-03T02:38:40.920379,"https://www.google.com/maps/place/Wood+Perceptions,+LLC/data=!4m7!3m6!1s0x864ea3dd23634efb:0x4c87892a2c3c1d26!8m2!3d32.7810831!4d-96.6754552!16s%2Fg%2F11b7lnqt2n!19sChIJ-05jI92jToYRJh08LCqJh0w?authuser=0&hl=en&rclk=1",http://www.woodperceptions.com/
" 11227 Goodnight Ln ste # 914, Dallas, TX 75229, United States",Bustos Custom Cabinets & Millwork,"""+1 214-994-8319",5.0,2025-03-03T02:38:44.078309,https://www.google.com/maps/place/Bustos+Custom+Cabinets+%26+Millwork/data=!4m7!3m6!1s0x864c27f50a6a5e6f:0xa1594684c1c7cadd!8m2!3d32.8900277!4d-96.9026304!16s%2Fg%2F11f5dhhsf2!19sChIJb15qCvUnTIYR3crHwYRGWaE?authuser=0&hl=en&rclk=1,
" 1009 Alanis Dr, Wylie, TX 75098, United States",Texas Timber Wolf,"""+1 972-312-9470",5.0,2025-03-03T02:38:47.159292,https://www.google.com/maps/place/Texas+Timber+Wolf/data=!4m7!3m6!1s0x864c049fd437a2b1:0x95e2ef28e41881f3!8m2!3d32.9973048!4d-96.5544839!16s%2Fg%2F11g_h_y06!19sChIJsaI31J8ETIYR84EY5Cjv4pU?authuser=0&hl=en&rclk=1,http://www.texastimberwolf.com/
