name,address,phone,website,rating,url,scraped_at
Guardian Roofs,"
1101 W San Marcos Blvd, San Marcos, CA 92078, United States","
+1 858-879-3383",https://guardianroofs.com/san-marcos/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.8,https://www.google.com/maps/place/Guardian+Roofs/data=!4m7!3m6!1s0x80dc7559c9d38559:0xefeed5386692991a!8m2!3d33.1326147!4d-117.1907407!16s%2Fg%2F11l_h2v66p!19sChIJWYXTyVl13IARGpmSZjjV7u8?authuser=0&hl=en&rclk=1,2025-04-03T18:26:22.854310
San Diego County Roofing & Solar,"
1761 Hotel Cir S Suite 110, San Diego, CA 92108, United States","
+1 855-732-6868",https://sandiegocountyroofing.com/,4.9,https://www.google.com/maps/place/San+Diego+County+Roofing+%26+Solar/data=!4m7!3m6!1s0x80dc0b8b9784c1f7:0xe097eb10363dba68!8m2!3d32.7588438!4d-117.1791272!16s%2Fg%2F1s04wq5lz!19sChIJ98GEl4sL3IARaLo9NhDrl-A?authuser=0&hl=en&rclk=1,2025-04-03T18:26:25.909596
"RT Roofing Specialist, Inc.","
14260 Garden Rd Ste B-5, Poway, CA 92064, United States","
+1 858-486-4977",http://rtroofingspecialist.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,4.5,"https://www.google.com/maps/place/RT+Roofing+Specialist,+Inc./data=!4m7!3m6!1s0x80dbfafd6f3b4459:0x61644e5876752b9c!8m2!3d32.9567579!4d-117.0229045!16s%2Fg%2F1xgrn6y3!19sChIJWUQ7b_3624ARnCt1dlhOZGE?authuser=0&hl=en&rclk=1",2025-04-03T18:26:29.162997
Sully-Jones Roofing,"
1528 Pioneer Way, El Cajon, CA 92020, United States","
+1 619-444-0150",https://www.sully-jones.com/,4.5,https://www.google.com/maps/place/Sully-Jones+Roofing/data=!4m7!3m6!1s0x80d9583be8eb2975:0x6b75274d8f34d9b1!8m2!3d32.8160146!4d-116.9679815!16s%2Fg%2F1tf437l1!19sChIJdSnr6DtY2YARsdk0j00ndWs?authuser=0&hl=en&rclk=1,2025-04-03T18:26:32.277563
Zenith Roofing Services,"
970 W Valley Pkwy #458, Escondido, CA 92025, United States","
+1 858-900-6163",https://zenithroofingservices.com/,4.9,https://www.google.com/maps/place/Zenith+Roofing+Services/data=!4m7!3m6!1s0x80dbf53eb8516bbf:0xf13072487e63c791!8m2!3d33.1181267!4d-117.0959983!16s%2Fg%2F11jvltvb7c!19sChIJv2tRuD7124ARkcdjfkhyMPE?authuser=0&hl=en&rclk=1,2025-04-03T18:26:35.366177
"San Diego Roofing, INC.","
2811 Adams Ave, San Diego, CA 92116, United States","
+1 619-280-1000",http://www.sandiegoroofing.com/,4.6,"https://www.google.com/maps/place/San+Diego+Roofing,+INC./data=!4m7!3m6!1s0x80d954fdf45d46f9:0x6d67d8e6ebb9c63a!8m2!3d32.7626691!4d-117.1336594!16s%2Fg%2F11byp65r04!19sChIJ-UZd9P1U2YAROsa56-bYZ20?authuser=0&hl=en&rclk=1",2025-04-03T18:26:38.537273
Acclaimed Commercial Roofing,"
1025 Armorlite Dr #315, San Marcos, CA 92069, United States","
+1 800-619-7304",http://www.acclaimedroof.com/,5.0,https://www.google.com/maps/place/Acclaimed+Commercial+Roofing/data=!4m7!3m6!1s0x80dc7542978fc389:0xcc1fe7bc363b1c46!8m2!3d33.1441145!4d-117.1853655!16s%2Fg%2F11fpjqrtvp!19sChIJicOPl0J13IARRhw7NrznH8w?authuser=0&hl=en&rclk=1,2025-04-03T18:26:41.577074
Resilient Roofing,"
7950 Dunbrook Rd, San Diego, CA 92126, United States","
+1 619-501-2138",https://www.resilientroofing.com/,4.7,https://www.google.com/maps/place/Resilient+Roofing/data=!4m7!3m6!1s0x80deab8c3a746489:0x67b9a2433bbd27ef!8m2!3d32.8928214!4d-117.1504291!16s%2Fg%2F11h1hr6yly!19sChIJiWR0Ooyr3oAR7ye9O0OiuWc?authuser=0&hl=en&rclk=1,2025-04-03T18:26:45.147631
Alma Roofing,"
4538 Cass St, San Diego, CA 92109, United States","
+1 619-693-3670",https://www.almaroofingsd.com/?utm_campaign=gmb,5.0,https://www.google.com/maps/place/Alma+Roofing/data=!4m7!3m6!1s0x80dc01530e53abf3:0xc8ec3a8ad5d6d03a!8m2!3d32.798058!4d-117.252332!16s%2Fg%2F11vsyy8wnq!19sChIJ86tTDlMB3IAROtDW1Yo67Mg?authuser=0&hl=en&rclk=1,2025-04-03T18:26:48.345532
Bob Piva Roofing,"
1192 Industrial Ave, Escondido, CA 92029, United States","
+1 760-745-4700",https://www.bobpivaroofing.com/,4.5,https://www.google.com/maps/place/Bob+Piva+Roofing/data=!4m7!3m6!1s0x80dbf4eb7d38ca7f:0xd524730010bfd03d!8m2!3d33.1193006!4d-117.105131!16s%2Fg%2F1tfq9j72!19sChIJf8o4fev024ARPdC_EABzJNU?authuser=0&hl=en&rclk=1,2025-04-03T18:26:51.787587
Sunset Roofing Co,"
8721 Magnolia Ave # C, Santee, CA 92071, United States","
+1 619-258-7015",,5.0,https://www.google.com/maps/place/Sunset+Roofing+Co/data=!4m7!3m6!1s0x80d9580d81e29a75:0x93d25cb19a74af71!8m2!3d32.834003!4d-116.9631533!16s%2Fg%2F1tfbnmdb!19sChIJdZrigQ1Y2YARca90mrFc0pM?authuser=0&hl=en&rclk=1,2025-04-03T18:26:55.256483
Raneri & Long Roofing and Solar,"
1661 N 2nd St, El Cajon, CA 92021, United States","
+1 619-812-2429",https://www.rlroofing.com/,4.6,https://www.google.com/maps/place/Raneri+%26+Long+Roofing+and+Solar/data=!4m7!3m6!1s0x80d95f3fff868c6b:0x535705a2ade6b5e7!8m2!3d32.8178424!4d-116.9354253!16s%2Fg%2F1vvdvhmq!19sChIJa4yG_z9f2YAR57XmraIFV1M?authuser=0&hl=en&rclk=1,2025-04-03T18:26:58.883028
RSI Roofing,"
8285 Buckhorn St, San Diego, CA 92111, United States","
+1 858-278-7200",http://thinkrsi.com/,4.7,https://www.google.com/maps/place/RSI+Roofing/data=!4m7!3m6!1s0x80dbffbe429392c9:0x5c0c50b45c2d8ced!8m2!3d32.8260196!4d-117.1481517!16s%2Fg%2F1vhlyg_9!19sChIJyZKTQr7_24AR7YwtXLRQDFw?authuser=0&hl=en&rclk=1,2025-04-03T18:27:01.983491
Built 2 Last Roofing,"
2515 Antlers Way, San Marcos, CA 92078, United States","
+1 760-829-8086",https://b2lastroofing.com/,5.0,https://www.google.com/maps/place/Built+2+Last+Roofing/data=!4m7!3m6!1s0x4e61b83108ce60c9:0x2ebe09f7e17f3e47!8m2!3d33.1084233!4d-117.2243942!16s%2Fg%2F11tfc4rg_v!19sChIJyWDOCDG4YU4RRz5_4fcJvi4?authuser=0&hl=en&rclk=1,2025-04-03T18:27:05.019628
Maday Roofing Inc,"
2727 Casa Linda Way, San Marcos, CA 92069, United States","
+1 760-547-3692",http://www.madayroofingconstruction.com/,5.0,https://www.google.com/maps/place/Maday+Roofing+Inc/data=!4m7!3m6!1s0x80dc75f229a257c5:0xcbcddff27a339fa2!8m2!3d33.1593734!4d-117.205574!16s%2Fg%2F11jsfd5r9l!19sChIJxVeiKfJ13IARop8zevLfzcs?authuser=0&hl=en&rclk=1,2025-04-03T18:27:08.182298
Exclusively Roofing Inc.,"
4013 Texas St UNIT 4, San Diego, CA 92104, United States","
+1 619-832-1014",https://www.exclusivelyroofinginc.com/,5.0,https://www.google.com/maps/place/Exclusively+Roofing+Inc./data=!4m7!3m6!1s0x80d9535548833341:0xaa20aa0821616715!8m2!3d32.750627!4d-117.1384494!16s%2Fg%2F11swthn097!19sChIJQTODSFVT2YARFWdhIQiqIKo?authuser=0&hl=en&rclk=1,2025-04-03T18:27:11.324104
Masterlyne Corporation,"
7364 El Cajon Blvd, San Diego, CA 92115, United States","
+1 619-698-4023",https://masterlyne.com/,5.0,https://www.google.com/maps/place/Masterlyne+Corporation/data=!4m7!3m6!1s0x80d957083d5d68a7:0x3f5c5c05ec9e3ef9!8m2!3d32.7691977!4d-117.0393939!16s%2Fg%2F11r7srx81_!19sChIJp2hdPQhX2YAR-T6e7AVcXD8?authuser=0&hl=en&rclk=1,2025-04-03T18:27:14.876821
619 Roofing of San Marcos,"
909 Rancheros Dr, San Marcos, CA 92069, United States","
+1 760-822-5316",https://619roofing.com/san-diego-ca/repair-contractors/san-marcos/,5.0,https://www.google.com/maps/place/619+Roofing+of+San+Marcos/data=!4m7!3m6!1s0x80d9513eeeba30a7:0xa85c952265c166fe!8m2!3d33.1374184!4d-117.1365966!16s%2Fg%2F11fwc1q1f_!19sChIJpzC67j5R2YAR_mbBZSKVXKg?authuser=0&hl=en&rclk=1,2025-04-03T18:27:18.405009
TR Construction,"
9335 Mira Mesa Blvd, San Diego, CA 92126, United States","
+1 858-537-6490",http://www.tr-construction.com/,4.9,https://www.google.com/maps/place/TR+Construction/data=!4m7!3m6!1s0x80dbf91dd3083049:0x2c94500cdf0c6bfd!8m2!3d32.916908!4d-117.123591!16s%2Fg%2F1whdjn9z!19sChIJSTAI0x3524AR_WsM3wxQlCw?authuser=0&hl=en&rclk=1,2025-04-03T18:27:21.530762
Wise Roofing Inc.,"
13507 I-8BL, El Cajon, CA 92021, United States","
+1 619-443-2302",https://wiseroofingsd.com/,5.0,https://www.google.com/maps/place/Wise+Roofing+Inc./data=!4m7!3m6!1s0x80d95f3fff868c6b:0xfabb3cc3b09b28a0!8m2!3d32.8364525!4d-116.8991068!16s%2Fg%2F1tfddrt1!19sChIJa4yG_z9f2YARoCibsMM8u_o?authuser=0&hl=en&rclk=1,2025-04-03T18:27:24.745924
C39 Roofing,"
197 Woodland Pkwy #104, San Marcos, CA 92069, United States","
+1 760-744-1475",http://www.c39roofing.com/,4.3,https://www.google.com/maps/place/C39+Roofing/data=!4m7!3m6!1s0x80db8ac40bd41c21:0x16875dff13cde498!8m2!3d33.1410206!4d-117.1389097!16s%2Fg%2F1hc3v3l0c!19sChIJIRzUC8SK24ARmOTNE_9dhxY?authuser=0&hl=en&rclk=1,2025-04-03T18:27:28.218079
Valley Oaks Roofing & Repairs Inc,,"
+1 760-580-7109",https://www.valleyoaksroofing.com/,5.0,https://www.google.com/maps/place/Valley+Oaks+Roofing+%26+Repairs+Inc/data=!4m7!3m6!1s0x3d999d9e6ff5a65:0x3e6f5e3d493d3cae!8m2!3d32.9746153!4d-117.1470654!16s%2Fg%2F11rn4gct8y!19sChIJZVr_5tmZ2QMRrjw9ST1ebz4?authuser=0&hl=en&rclk=1,2025-04-03T18:27:31.965847
"O'Connor Construction, Inc.","
8022 June Lake Dr, San Diego, CA 92119, United States","
+1 619-813-6181",http://oconnorconstructionsd.com/?utm_source=gmb&utm_medium=referral,5.0,"https://www.google.com/maps/place/O%27Connor+Construction,+Inc./data=!4m7!3m6!1s0x80d957e66d8a14ad:0xe38bb958f520b81b!8m2!3d32.798612!4d-117.023655!16s%2Fg%2F11nysk_hxr!19sChIJrRSKbeZX2YARG7gg9Vi5i-M?authuser=0&hl=en&rclk=1",2025-04-03T18:27:35.299331
Colin's Emergency Roofers,"
6922 Mission Gorge Rd #9030, San Diego, CA 92120, United States","
+1 858-923-4199",,4.8,https://www.google.com/maps/place/Colin%27s+Emergency+Roofers/data=!4m7!3m6!1s0x80d95564e63ed517:0x4a9f9253e2f08c9d!8m2!3d32.7991122!4d-117.0926165!16s%2Fg%2F11jbk8rqbc!19sChIJF9U-5mRV2YARnYzw4lOSn0o?authuser=0&hl=en&rclk=1,2025-04-03T18:27:38.443287
Mission Roofing Co,"
443 Venture St, Escondido, CA 92029, United States","
+1 442-257-1480",,4.2,https://www.google.com/maps/place/Mission+Roofing+Co/data=!4m7!3m6!1s0x80dbf4c2bd74b0bb:0x585c99fa967a6da1!8m2!3d33.1231406!4d-117.113327!16s%2Fg%2F1tvrz__h!19sChIJu7B0vcL024ARoW16lvqZXFg?authuser=0&hl=en&rclk=1,2025-04-03T18:27:41.441696
North County Premier Roofing,"
970 W Valley Pkwy Suite 715, Escondido, CA 92025, United States","
+1 760-437-6996",https://www.premierroofinc.com/,5.0,https://www.google.com/maps/place/North+County+Premier+Roofing/data=!4m7!3m6!1s0x80dbf5c06bebacf7:0xec50ee1284878d5e!8m2!3d33.1181267!4d-117.0959983!16s%2Fg%2F11lzxgmq6p!19sChIJ96zra8D124ARXo2HhBLuUOw?authuser=0&hl=en&rclk=1,2025-04-03T18:27:44.698397
"Shake, Shingle & Roll Roofing","
4858 Mercury St Ste. 109, San Diego, CA 92111, United States","
+1 858-278-7791",http://www.ssrroof.com/,4.8,"https://www.google.com/maps/place/Shake,+Shingle+%26+Roll+Roofing/data=!4m7!3m6!1s0x80dbff91667b0de1:0x90e0ffec0a6b6198!8m2!3d32.830394!4d-117.149095!16s%2Fg%2F1tg3bd8s!19sChIJ4Q17ZpH_24ARmGFrCuz_4JA?authuser=0&hl=en&rclk=1",2025-04-03T18:27:47.770273
Cowboy's Roofing,"
1185 Linda Vista Dr suite a, San Marcos, CA 92078, United States","
+1 760-747-6890",https://cowboysroofingconstruction.com/,5.0,https://www.google.com/maps/place/Cowboy%27s+Roofing/data=!4m7!3m6!1s0x80d945119c4ef5b7:0x649157c01a2bfd7c!8m2!3d33.1368364!4d-117.191425!16s%2Fg%2F11h3l5zgdb!19sChIJt_VOnBFF2YARfP0rGsBXkWQ?authuser=0&hl=en&rclk=1,2025-04-03T18:27:51.286601
Promark Roofing & Specialty Coatings,"
8614 Argent St suite b, Santee, CA 92071, United States","
+1 619-277-5399",,5.0,https://www.google.com/maps/place/Promark+Roofing+%26+Specialty+Coatings/data=!4m7!3m6!1s0x80d957f96848b161:0xe960262f778123cb!8m2!3d32.8315246!4d-116.9902672!16s%2Fg%2F11bw47mpct!19sChIJYbFIaPlX2YARyyOBdy8mYOk?authuser=0&hl=en&rclk=1,2025-04-03T18:27:54.399560
"A.R.S. Roofing, Inc","
8411 Kreiner Way, Santee, CA 92071, United States","
+1 619-341-3578",https://www.arsroofingco.com/,4.4,"https://www.google.com/maps/place/A.R.S.+Roofing,+Inc/data=!4m7!3m6!1s0x80dbfd6e4a90a47b:0x505320ab39923b91!8m2!3d32.844595!4d-117.0190204!16s%2Fg%2F1v6qhx_r!19sChIJe6SQSm7924ARkTuSOasgU1A?authuser=0&hl=en&rclk=1",2025-04-03T18:27:58.077576
"PandaWhite, Inc.","
2598 Fortune Way STE I, Vista, CA 92081, United States","
+1 855-700-2433",https://www.pandawhite.com/,4.8,"https://www.google.com/maps/place/PandaWhite,+Inc./data=!4m7!3m6!1s0x80db7faf5d3a8aed:0x7accc6fac186bfaf!8m2!3d33.1496479!4d-117.2267908!16s%2Fg%2F11h9kgj_qj!19sChIJ7Yo6Xa9_24ARr7-GwfrGzHo?authuser=0&hl=en&rclk=1",2025-04-03T18:28:01.490862
Frontline Roofing,"
7969 Engineer Rd #213, San Diego, CA 92111, United States","
+1 909-269-7041",https://frontlineroofing.com/roofing-contractor-san-diego,5.0,https://www.google.com/maps/place/Frontline+Roofing/data=!4m7!3m6!1s0x80dbff0490d88c15:0xbdb41f1dfe5fb398!8m2!3d32.8255354!4d-117.1523531!16s%2Fg%2F11vshfwk6g!19sChIJFYzYkAT_24ARmLNf_h0ftL0?authuser=0&hl=en&rclk=1,2025-04-03T18:28:04.658698
Cedar Roof Care,"
300 Enterprise St, Escondido, CA 92029, United States","
+1 442-434-1729",,5.0,https://www.google.com/maps/place/Cedar+Roof+Care/data=!4m7!3m6!1s0x80dbf4e7f4afbc01:0x4a20a8a69771acb4!8m2!3d33.121332!4d-117.1157849!16s%2Fg%2F1tg81rqm!19sChIJAbyv9Of024ARtKxxl6aoIEo?authuser=0&hl=en&rclk=1,2025-04-03T18:28:07.900288
"Extreme Roofing of San Diego, Inc.","
11213 El Nopal, Lakeside, CA 92040, United States","
+1 619-334-7663",http://extremeroofs.com/,4.4,"https://www.google.com/maps/place/Extreme+Roofing+of+San+Diego,+Inc./data=!4m7!3m6!1s0x80d9571070d9b4db:0xcf033e21d74f8f17!8m2!3d32.8619827!4d-116.9552618!16s%2Fg%2F1vpfjv19!19sChIJ27TZcBBX2YARF49P1yE-A88?authuser=0&hl=en&rclk=1",2025-04-03T18:28:11.450198
Martin Roofing Co,"
6608 Federal Blvd, Lemon Grove, CA 91945, United States","
+1 619-287-6860",http://www.martinroofing.net/,4.8,https://www.google.com/maps/place/Martin+Roofing+Co/data=!4m7!3m6!1s0x80d9514a08f59e1f:0x611f7b413c0349f8!8m2!3d32.7349501!4d-117.056303!16s%2Fg%2F1v1slhy0!19sChIJH571CEpR2YAR-EkDPEF7H2E?authuser=0&hl=en&rclk=1,2025-04-03T18:28:14.476688
TAG Roofing & Solar,"
7328 Mission Gorge Rd, San Diego, CA 92120, United States","
+1 877-210-6151",https://www.tagroofing.com/,4.2,https://www.google.com/maps/place/TAG+Roofing+%26+Solar/data=!4m7!3m6!1s0x80d955e2c5490c91:0xd821a93d13d9139d!8m2!3d32.8065872!4d-117.0806274!16s%2Fg%2F1tlvptqy!19sChIJkQxJxeJV2YARnRPZEz2pIdg?authuser=0&hl=en&rclk=1,2025-04-03T18:28:17.665267
"Roof Supply Co., Escondido","
530 N Spruce St, Escondido, CA 92025, United States","
+1 619-878-1531",https://roofsupply.co/,4.6,"https://www.google.com/maps/place/Roof+Supply+Co.,+Escondido/data=!4m7!3m6!1s0x80d953a4746008e1:0x591743f0ffdfa2f!8m2!3d33.1224092!4d-117.0938469!16s%2Fg%2F11fhwxdgpj!19sChIJ4QhgdKRT2YARL_r9Dz90kQU?authuser=0&hl=en&rclk=1",2025-04-03T18:28:21.010074
Coastal Crest Roofing,"
8308 Parkway Dr, La Mesa, CA 91942, United States","
+1 760-350-3339",https://coastalcrestroofing.homes/,4.7,https://www.google.com/maps/place/Coastal+Crest+Roofing/data=!4m7!3m6!1s0x80d957e53f16f633:0x9cbb550082932d3c!8m2!3d32.7787877!4d-117.0176625!16s%2Fg%2F11y4yqzjmy!19sChIJM_YWP-VX2YARPC2TggBVu5w?authuser=0&hl=en&rclk=1,2025-04-03T18:28:24.050503
"Roof Maxx of Carlsbad, CA",,"
+1 760-502-8744",https://roofmaxx.com/find-a-dealer/california/carlsbad/?utm_source=gmb,5.0,"https://www.google.com/maps/place/Roof+Maxx+of+Carlsbad,+CA/data=!4m7!3m6!1s0x42bfcc6f4f381de9:0x795062a637692cf4!8m2!3d33.1743779!4d-117.3644208!16s%2Fg%2F11v42zbmcp!19sChIJ6R04T2_Mv0IR9CxpN6ZiUHk?authuser=0&hl=en&rclk=1",2025-04-03T18:28:27.259461
Gula Roofing Co Inc,"
5244 Dehesa Rd, El Cajon, CA 92019, United States","
+1 619-440-4852",http://gularoofing.com/,5.0,https://www.google.com/maps/place/Gula+Roofing+Co+Inc/data=!4m7!3m6!1s0x80d95f130ea78679:0xf099b02eba76ec26!8m2!3d32.7913144!4d-116.8381391!16s%2Fg%2F11g3zbzt_3!19sChIJeYanDhNf2YARJux2ui6wmfA?authuser=0&hl=en&rclk=1,2025-04-03T18:28:30.200868
Salmond Construction,"
745 E Bradley Ave Unit 53, El Cajon, CA 92021, United States","
+1 619-270-6695",http://salmondconstructionsd.com/,5.0,https://www.google.com/maps/place/Salmond+Construction/data=!4m7!3m6!1s0x86079e506fcf4caf:0x9212702685b5aae4!8m2!3d32.817808!4d-116.951161!16s%2Fg%2F11s2x_9f24!19sChIJr0zPb1CeB4YR5Kq1hSZwEpI?authuser=0&hl=en&rclk=1,2025-04-03T18:28:33.256409
CityScapes Roofing,"
5005 Texas St, San Diego, CA 92108, United States","
+1 619-434-7663",http://www.cityscapesroofing.com/,5.0,https://www.google.com/maps/place/CityScapes+Roofing/data=!4m7!3m6!1s0x80d9554b1c84a4eb:0x222bf6e07e8192b!8m2!3d32.7670055!4d-117.1384702!16s%2Fg%2F11j9kn1lnz!19sChIJ66SEHEtV2YARKxnoB26_IgI?authuser=0&hl=en&rclk=1,2025-04-03T18:28:36.239321
O'Connor Roofing,"
4059 Cortez Way, Spring Valley, CA 91977, United States","
+1 619-698-3456",,5.0,https://www.google.com/maps/place/O%27Connor+Roofing/data=!4m7!3m6!1s0x80d95a06c4d946dd:0x831d2d31ba5261db!8m2!3d32.7504724!4d-116.9816139!16s%2Fg%2F1tcvv43l!19sChIJ3UbZxAZa2YAR22FSujEtHYM?authuser=0&hl=en&rclk=1,2025-04-03T18:28:39.405622
Mesa Contracting,"
13162 Hwy 8 Business SPC 113, El Cajon, CA 92021, United States","
+1 619-440-0685",http://www.mesasmobilehomeservice.com/,5.0,https://www.google.com/maps/place/Mesa+Contracting/data=!4m7!3m6!1s0x80d9595837e4237d:0x17b1a0a3fb0b29d!8m2!3d32.829376!4d-116.9121231!16s%2Fg%2F11h2hbgl1f!19sChIJfSPkN1hZ2YARnbKwPwoaewE?authuser=0&hl=en&rclk=1,2025-04-03T18:28:42.455082
Rise Up Roofing and Construction Inc,"
2182 S El Camino Real, Oceanside, CA 92054, United States","
+1 760-802-2103",https://www.riseuprac.com/,5.0,https://www.google.com/maps/place/Rise+Up+Roofing+and+Construction+Inc/data=!4m7!3m6!1s0x80dc71903fb00001:0x97874bd39fc15b74!8m2!3d33.1874029!4d-117.3279962!16s%2Fg%2F11twq3p9_q!19sChIJAQCwP5Bx3IARdFvBn9NLh5c?authuser=0&hl=en&rclk=1,2025-04-03T18:28:46.015584
TRM Roofing & Exteriors,,"
+1 858-321-5549",https://trmroofingutc.com/,5.0,https://www.google.com/maps/place/TRM+Roofing+%26+Exteriors/data=!4m7!3m6!1s0xe36dab3dbef92f9:0xdf5202cdbfa913db!8m2!3d32.8725212!4d-117.2306443!16s%2Fg%2F11y4lc8mp2!19sChIJ-ZLv27PaNg4R2xOpv80CUt8?authuser=0&hl=en&rclk=1,2025-04-03T18:28:49.013410
american roofing service,"
3440 Helix St, Spring Valley, CA 91977, United States","
+1 619-750-8768",https://americanroofingservice.godaddysites.com/,5.0,https://www.google.com/maps/place/american+roofing+service/data=!4m7!3m6!1s0x80d951a5bd908695:0x59f756a8253b6223!8m2!3d32.7441411!4d-116.999161!16s%2Fg%2F11gy7zw818!19sChIJlYaQvaVR2YARI2I7JahW91k?authuser=0&hl=en&rclk=1,2025-04-03T18:28:52.053229
Jake & Co,,"
+1 760-631-7990",https://www.jakencoroofs.com/,4.6,https://www.google.com/maps/place/Jake+%26+Co/data=!4m7!3m6!1s0x80dc744a2a72f4bb:0x72a83abda6bc0366!8m2!3d33.149633!4d-117.1961285!16s%2Fg%2F1tctfxfs!19sChIJu_RyKkp03IARZgO8pr06qHI?authuser=0&hl=en&rclk=1,2025-04-03T18:28:55.164350
